id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
CP025844	94685	51.941701431060885	e222c8034a3c9c01870fd8c73670a822	unknown	AA313	0.06	AI174	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF,MOBP	NC_017627_00068,NC_011416_00039
CP031278	36240	30.193156732891833	c596634079e9de3fbe9650b2779ee0cf	unknown	AB125	0.06	AJ716	0.025	rep_cluster_1110	000368__GQ900452_00020	MOBQ	NC_002774_00004
CP010729	103252	60.283578042071824	ccc44492b6e2672463a9e7e89f6f1780	unknown	AE724	0.06	AO568	0.025	rep_cluster_517,rep_cluster_392	001892__CP022421_00013,001717__CP019309	MOBP	NC_023136_00137
NC_007489	105284	63.76182515861859	00161e819e58c4496e8499ffbd9788ac	unknown	AC649	0.06	AL923	0.025	rep_cluster_369	001684__NC_007489_00081	MOBV	NZ_AKBU01000005_00020
CP024106	67307	32.937138781998904	1fead87ae529e458a955d6e3645fd871	unknown	AC346	0.06	AL510	0.025	rep_cluster_163	001020__CP010087_00059	MOBP	NC_006578_00090
CP031033	11293	35.854068892234125	148758437d252697fe075e6d8e5741df	unknown	AH105	0.06	AR161	0.025				
CP001386	6200	52.58064516129032	8c684e6b9bce397ea23b934e9ee5e43c	unknown	AB595	0.06	AK439	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005		
CP003975	4153	51.480857211654225	c234c8b53a636c7de0a91af61c2a56dd	unknown	AC796	0.06	AM134	0.025	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008
CP040596	9571	53.13969282206666	8b5faf80fd54ce5a6bd1facddd55b6d8	unknown	AA944	0.06	AJ427	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003
MH785252	17259	28.993568572918477	b8c4cc8335d97168f136d67dcfdb83a6	unknown	AB127	0.06	AJ721	0.025	rep_cluster_155	000915__CP001784_00003		
CP017935	89621	54.81081442965377	bebad1bbaadf731d3699e9105f27fd31	unknown	AA029	0.06	AH587	0.025	IncR	000204__CP008701_00115		
CP010389	2496	51.482371794871796	503e5879c89ce1731a05af9e8f21f584	unknown	AB040	0.06	AJ580	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005		
AP017311	92964	47.34628458327955	0bcf584fbdbc019bd2e340b6c2dff4c2	unknown	AG076	0.06	AQ092	0.025				
NC_015418	80365	26.80022397809992	5d4fcbdbcd33726ad3669d1a58823f36	unknown	AC734	0.06	AM055	0.025	rep_cluster_1515	000858__CP002413_00012		
AE006471	93933	53.12722898235977	e62424eae9f0f366555e185342cd70bf	unknown	AB460	0.06	AK247	0.025	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043
KY000055	217272	56.742240141389594	c4b6f21b29dabbbc2e15a2a78669aa05	unknown	AB361	0.06	AK101	0.025	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_002147_00108
NC_014811	211864	65.60954197032058	8c2640ded2a1b9bdfb16800586effbfd	unknown	AF395	0.06	AP340	0.025			MOBF	NC_014811_00165
CP036437	51570	48.0492534419236	383a5d6658c7e429fe64ad961f21478f	unknown	AB978	0.06	AK977	0.025	rep_cluster_1367	000687__KX348146_00033		
CP021857	106331	54.12156379607076	0655db93ae512e910cdf186011137fb0	unknown	AA434	0.06	AI501	0.025	IncFII,rep_cluster_959,rep_cluster_1418	000122__JQ418538,002443__CP006922_00079,000759__NC_013950_00034	MOBF	NC_021231_00058
CP024836	96185	52.675573114310964	4f7a1da946f5bd530b3643c62951ac4c	unknown	AA338	0.06	AI283	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068
CP000935	36487	40.14854605749993	5e079fbe02d5de281a6adcfca98cc8ab	unknown	AC468	0.06	AL671	0.025	rep_cluster_707	002176__NZ_AVAB01000114_00021	MOBQ	NC_011352_00007
CP022057	26165	29.41333842919931	839fa8eab8b00bfbc7763094844c2f14	unknown	AD192	0.06	AM655	0.025	rep_cluster_1017	000261__GQ900456		
CP033763	3272	45.84352078239609	5b8b0507a7848cc57a1c9a9031ab056d	unknown	AD482	0.06	AN053	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
MF503687	5899	39.36260383115782	6e634ac5dc9f7dfdd6ae0008984bea9a	unknown	AC057	0.06	AL088	0.025	Inc13	000076__NZ_APAS01000019_00004	MOBV	NC_001858_00003
CP005946	37042	41.23967388369958	9ed8e49d26727b91252c1d8ad1f8eb45	unknown	AA497	0.06	AI655	0.025			MOBQ	NC_011352_00007
CP009579	141804	50.49011311387549	69b3a4c44e26d8610e6182587456c7eb	unknown	AA176	0.06	AH856	0.025	IncFIB,IncQ1	000095__NZ_CP014273_00094,000195__NC_013728_00014	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP011065	82288	50.50068053665176	d49d4811d043fad101b013d2b8e840f5	unknown	AA336	0.06	AI268	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP037447	5974	43.9906260462002	22d5d60746a83ece8b09aad2636da4b1	unknown	AA104	0.06	AH724	0.025	ColRNAI_rep_cluster_1987,rep_cluster_2050	000019__CP000651_00005,001473__CP024541		
NC_021978	6548	51.786805131337815	3e5bd08d3405d6dd070942f66aa6af4f	unknown	AE268	0.06	AO014	0.025	rep_cluster_1949	001393__HF677576		
CP006892	33915	42.27922748046587	b2baa558ac2425ea1bc3b5e9637b8c7d	unknown	AB783	0.06	AK712	0.025				
AY228335	37106	60.79879264808926	879d95feba757f0b3e14806765e456c2	unknown	AD492	0.06	AN067	0.025			MOBF	NC_017558_00016
NC_025141	142875	52.196675415573054	ccac28cd6151a5ecd103e9dbc53b9d1c	unknown	AA323	0.06	AI212	0.025	IncN,IncFII,IncFIIA	000155__CP018649,000121__CP024805,000136__AP014877_00014	MOBF,MOBF	NC_015599_00019,NC_017627_00068
NC_017471	4541	34.22153710636424	bcbc067a1a03a55793813c71d4921430	unknown	AG378	0.06	AQ409	0.025				
HE805916	151932	49.84137640523392	68f3f9f9529961cb1b72723043694f10	unknown	AG376	0.06	AQ407	0.025	rep_cluster_751	002230__NC_019017	MOBP	NC_019017_00060
MH195200	138553	51.622122942123234	df31fcbacfea67f704d90f7be2717462	unknown	AA176	0.06	AH856	0.025	IncFIB,IncQ1,IncFIIA,IncFII	000095__NZ_CP014273_00094,000195__NC_013728_00014,000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP010012	18332	37.99912720925158	2614c790e150122105c4acb3aa5aa21d	unknown	AD181	0.06	AM641	0.025				
CP016314	10299	70.09418390134965	f265beea07b889f73fea0d06ee35b077	unknown	AA075	0.06	AH677	0.025	rep_cluster_323	001638__CP016314_00011		
FR714928	2241	30.65595716198126	c5b155377dc9aa6a47a020820210b77e	unknown	AB646	0.06	AK508	0.025	rep_cluster_1017	000265__NC_019146_00001		
MK376349	11401	52.36382773440926	4897406a6ae7760a964b99868f0c5c2c	unknown	AD832	0.06	AN494	0.025				
LC383633	32573	28.713965554293434	9201b368f3405292b02282d2313f5d66	unknown	AB628	0.06	AK482	0.025	rep_cluster_1215,rep_cluster_1733	000509__NC_016643_00001,001150__NC_013330_00017		
CP035673	16033	35.05270379841577	833c5aa1d58c7a42a0ba15466fbd0ed9	unknown	AE689	0.06	AO523	0.025	rep_cluster_1226	000523__LT594096_00001	MOBQ,MOBQ	NZ_AFDA02000008_00004,NC_006877_00013
LC316981	30639	31.009497699011064	62092c7b3ba7e3395b82151949dde3a5	unknown	AB969	0.06	AK962	0.025	rep_cluster_796	002270__LC316981	MOBQ	NC_001949_00004
CP030511	27070	30.543036571850756	1bab2dc27e15e17146d3dea6aacf47b5	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1733,rep_cluster_1017	001150__NC_013330_00017,000261__GQ900456		
CP014217	5465	35.041171088746566	4c36ff55dee5c524fc4999835022da67	unknown	AB826	0.06	AK773	0.025	rep_cluster_1172	000454__KY202458_00008		
CP000355	171459	60.5048437235724	8554bf7e85194a6091f4dffc7f382bd9	unknown	AF582	0.06	AP555	0.025	rep_cluster_591	002016__NC_007972_00001	MOBH	NC_006525_00014
CP027179	39535	39.94688250916909	18ce800f7badcf20c81301ce692b3fa0	unknown	AE027	0.06	AN728	0.025			MOBP	NZ_AEOY01000096_00007
CP027249	105591	40.794196475078365	4de64ce495dc37407c34e17a42b3d110	unknown	AC969	0.06	AM358	0.025	rep_cluster_1218	000512__CP014652_00146	MOBP	NZ_AEOY01000096_00007
CP020758	73623	33.06711217961778	aa653b3ce63339c7924165296daf77c8	unknown	AB979	0.06	AK979	0.025	rep_cluster_1721,rep_cluster_169	001137__CP004861,001091__NC_009841_00034		
NC_012006	7560	60.29100529100529	2b2302dc09ebef8419fafae3f44aa4f5	unknown	AC121	0.06	AL176	0.025	IncQ1	000194__NC_012006_00002	MOBQ	NC_002636_00002
CP020524	177196	51.293482922865074	7972fdcef8fb3ef67013054b451b912b	unknown	AA860	0.06	AJ272	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
AP019733	94736	33.042349265326806	b931062e3eec695a1371510d3ff626c0	unknown	AA955	0.06	AJ438	0.025	rep_cluster_163	001021__NC_002146_00042	MOB_Unknown,MOBP	DQ025752,NC_012655_00001
NC_011968	27704	28.11868322263933	df1dd3d6b8ec4f58028f2c7ef1b091e6	unknown	AA257	0.06	AI039	0.025	rep_cluster_1621	001010__NC_018979_00032		
FJ649478	55395	37.38604567199206	33a45d9780a1fe7c565aaafa4436ed89	unknown	AD297	0.06	AM799	0.025	rep_cluster_1699	001107__JN225497_00005	MOBP	NC_019377_00008
CP032924	183311	58.06798282699893	511905920b84230736917aab7cc3e38c	unknown	AE946	0.06	AO832	0.025	rep_cluster_592	002019__JX683454_00001	MOBQ	NC_010865_00150
CP016714	63462	34.85865557341401	38d8d71000491cb3bd650d5d94693f70	unknown	AB320	0.06	AK043	0.025	rep_cluster_667,rep_cluster_798	002127__CP016693_00001,002275__CP016694	MOBP,MOBP,MOB_Unknown	NC_017496_00002,NC_017484_00003,JQ821353
CP037098	1832	31.604803493449783	34348d0d06ec0d5f09a166b2157d6a4a	unknown	AA284	0.06	AI119	0.025				
CP045765	4773	53.32076262308821	f43baff3245c1708161ad693038c3d58	unknown	AA524	0.06	AI701	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_013090_00004
KY130431	96549	52.74730965623673	e6306cc3a3eec4dc0955408cccd9d5b5	unknown	AA338	0.06	AI283	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
CP041568	33943	50.25778511033203	4ad164cc981053a4c8591a14dd1c14be	unknown	AB161	0.06	AJ782	0.025	IncN	000151__NC_019163_00001	MOBF	NC_015872_00034
CP035213	73685	52.86829069688539	930b7125fef41cdcad1724bac26bcd70	unknown	AA966	0.06	AJ461	0.025	IncFII	000119__MF133496_00001	MOBP	NC_021198_00256
CP023493	41818	40.363001578267735	5d80cc0002602fd4181c8af9dd2684c1	unknown	AF018	0.06	AO917	0.025	rep_cluster_778	002255__CP003044_00001	MOBQ	NC_006377_00033
CP029912	91848	51.64619806637052	fd9c69c815c55d519ee3471b1af09d2c	unknown	AA887	0.06	AJ324	0.025	rep_cluster_1804,IncFIB	001225__CP009851_00013,000107__CP014778_00094	MOBC	NC_014725_00039
CP036446	96395	52.0151460137974	46198ff6828af86135d92be7f6cbfd78	unknown	AA964	0.06	AJ455	0.025	rep_cluster_1418,IncFII	000759__NC_013950_00034,000118__KJ958926_00047	MOBP	NC_021198_00256
AP014708	50170	70.3348614709986	233eb843d3b81c32b198cee1d307bf52	unknown	AF435	0.06	AP383	0.025				
CP018711	61009	51.3563572587651	1c29554526ea3e7d00b438a761cdd066	unknown	AB192	0.06	AJ848	0.025	IncR	000204__CP008701_00115		
CP024140	166233	50.60848327347759	45292558eda6d3b271781f893da1ac5f	unknown	AA176	0.06	AH859	0.025	IncFIIA,IncFII,IncFIB	000136__AP014877_00014,000121__CP024805,000095__NZ_CP014273_00094	MOBF	NC_017627_00068
NC_017224	30718	28.846279054625953	d1235a2817a4c6213ca0725480581020	unknown	AA261	0.06	AI049	0.025	rep_cluster_1857	001288__NC_011647		
CP004400	64118	61.55213824511058	869e4db9f73de2d8a651033a31691628	unknown	AA598	0.06	AI833	0.025	rep_cluster_429,rep_cluster_461	001763__NC_003922_00014,001811__CP013007_00019	MOBF,MOBP	NC_017558_00016,NC_007507_00032
NC_020208	214319	35.97581175724037	b8510f0d625927a5997469de8d49869f	unknown	AD908	0.06	AN588	0.025	rep_cluster_893,Inc18	002374__CP004064_00076,000086__KY579372_00014	MOBP	NC_021995_00038
CP020059	87982	53.00629674251552	7aca9719dc5936a812867f6a56b2b09e	unknown	AA552	0.06	AI754	0.025	IncFII,IncN	000122__JQ418538,000155__CP018649	MOBF	NC_015599_00019
NC_019227	2062	34.86905916585839	93a806350ab120857e0302802c115dfa	unknown	AF086	0.06	AO998	0.025	rep_cluster_1434	000776__NC_019227		
CP028118	78469	50.03759446405587	41e4ba4c6f6e9bfde1329ce65a3a14e1	unknown	AA343	0.06	AI291	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP018722	96073	53.13979994379274	48989d4795c6a65e2dbfc2eea061acb1	unknown	AA627	0.06	AI885	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012690_00071,NC_012885_00072
CP032165	130628	51.1957620112074	1e4274cbffc4eed2b4bae5d91e5fdf3a	unknown	AA297	0.06	AI140	0.025	IncFII,IncFIIA,ColRNAI_rep_cluster_1291,IncFIB	000121__CP024805,000136__AP014877_00014,000002__NC_009781,000096__NC_019117_00097	MOBF,MOBP	NC_017627_00068,NC_011416_00039
CP029592	5251	49.24776233098457	faccf367e8c195ea94604aa7b346ad40	unknown	AA521	0.06	AI696	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP,MOBP	NC_001848_00006,NC_016979_00005
CP028799	6074	35.199209746460326	06f6515c8194c68659e1afb8b29f6c51	unknown	AB346	0.06	AK081	0.025				
CP002650	4884	27.53890253890254	cad386d64986f06c7af183cebeab7dd2	unknown	AA879	0.06	AJ303	0.025				
JX461340	53286	49.59088691213452	d3f702ea94468ad1e6bb867228b20361	unknown	AA038	0.06	AH614	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
KX711880	46629	50.725943082630984	0d1e985029155d8eacca13ad0385fdc8	unknown	AA552	0.06	AI757	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
CP020573	74241	33.51517355639067	223e5773ef522db18807462b73d5722e	unknown	AB082	0.06	AJ648	0.025	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021
KY000031	204033	55.9497728308656	d90e7c6f799217c6726172a09e36e13e	unknown	AB361	0.06	AK105	0.025	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108
KR869778	3363	51.9774011299435	3434fc29491d20006fb9f40d3ee4de4b	unknown	AA266	0.06	AI058	0.025	rep_cluster_1164	000444__AF244084_00005		
KF364954	4286	39.29071395240317	986797eb2969d42ed03b5870511a41a6	unknown	AB434	0.06	AK211	0.025	ColRNAI_rep_cluster_1956	000015__JX514065		
CP017945	211008	56.94949954504094	3a441cc35e431407fabfcc3230878e42	unknown	AG375	0.06	AQ406	0.025				
CP025919	50268	49.498687037479115	453ffc3025d90409a9c59816f2c3769d	unknown	AA332	0.06	AI246	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_017627_00068
CP039285	129376	35.15489735345041	2857ef2b23a2040fb28dd90ff060b9dc	unknown	AA695	0.06	AI980	0.025	rep_cluster_216	001485__CP006726		
AJ344068	116580	58.62755189569394	15a2cb6c11c8221d3b3b76446c9a7dc9	unknown	AE922	0.06	AO797	0.025	IncP	000167__AJ344068_00003	MOBF	NC_003350_00125
NC_019239	5649	32.57213666135599	67298f7a5dbeb93a8613da52dba3a769	unknown	AB755	0.06	AK662	0.025				
CP036372	172770	53.57064305145569	6a135b7d31a350f36edf102a3f5a3a3e	unknown	AA032	0.06	AH591	0.025	IncFIIA,IncR,IncFII	000136__AP014877_00014,000204__CP008701_00115,000121__CP024805	MOBF	NC_017627_00068
AP019402	50925	51.70544918998527	97c4fb7cd6d5ba9d63b7ae63b3d47bba	unknown	AA552	0.06	AI753	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
CP014220	10089	26.49420160570919	6f30b65f84dc8497f30178cc6cfcfeeb	unknown	AB489	0.06	AK294	0.025			MOBP	NC_009496_00008
CP023153	95687	65.94730736672693	fcfdd3604bcf8b81403f9dae51fa0f6c	unknown	AF344	0.06	AP285	0.025	rep_cluster_519	001893__CP006836	MOBF	NC_020275_00121
CU928149	33809	42.03318642964891	5fdc577d69fc71f0db8a160335375b9d	unknown	AB228	0.06	AJ905	0.025	IncX1	000216__CP009767_00121	MOBP	NC_019096_00001
FR667692	57780	36.03842159916926	3838e88825550ed3133fdc3355a19fee	unknown	AC309	0.06	AL445	0.025	rep_cluster_110	000356__NC_018889_00001	MOBP,MOBP	NC_013767_00059,NC_014255_00019
NC_003458	13913	40.444188888090274	e85ed89665ac22ecf4913f5065cc50e0	unknown	AE474	0.06	AO263	0.025	rep_cluster_1485	000823__NC_003458_00004		
CP019795	60858	39.75812547241119	5708c66caef43e4202263d14f7f9b1bc	unknown	AD064	0.06	AM491	0.025				
MF062093	2683	41.744316064107345	d466ec348357aaa5a058f27851502737	unknown	AB434	0.06	AK211	0.025	ColRNAI_rep_cluster_1956	000015__JX514065		
CP013280	99993	33.88337183602852	bd635144f39dbddd21809073c09b8bc1	unknown	AD406	0.06	AM961	0.025	rep_cluster_459,rep_cluster_920	001806__CP020436_00025,002410__CP003690		
CP010188	6039	45.13992382844842	12b51d494d350da35f84d46ebf9ce39b	unknown	AA146	0.06	AH784	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_022662_00003
CP012634	114221	51.01688831300724	ea563bc66ec07c6c09694eb0fa86b7d9	unknown	AA337	0.06	AI278	0.025	ColRNAI_rep_cluster_1291,IncFIIA,IncFII,IncFIB	000002__NC_009781,000136__AP014877_00014,000121__CP024805,000096__NC_019117_00097	MOBF,MOBP	NC_017627_00068,NC_011416_00039
CP021664	91765	42.093390726311775	a931b09f2ebeb457beaecdb5994bba36	unknown	AB403	0.06	AK169	0.025	rep_cluster_1971	001414__NC_007713_00009	MOBP,MOBP	NC_012752_00015,NC_007182_00084
MF168405	169419	53.45327265536923	5ed216122cfd438d9903563f36aec3b9	unknown	AA032	0.06	AH591	0.025	IncFII,IncFIIA,IncU,IncR	000121__CP024805,000136__AP014877_00014,000210__KF623109_00045,000204__CP008701_00115	MOBF	NC_017627_00068
NC_013373	64909	29.106903511069344	fc20a685e8f8e2f0842f8586a8ca8ca7	unknown	AF107	0.06	AP021	0.025	rep_cluster_250	001528__NC_013373_00008	MOBP	NC_013373_00014
CP042999	23642	70.00676761695289	7cb5284f73d5b00fd246ba906f507657	unknown	AH106	0.06	AR162	0.025				
KX258624	260595	33.11114948483279	8690594ca8e40a05dc40f9637fb7c131	unknown	AA787	0.06	AJ139	0.025	rep_cluster_125	000558__CP013279		
CP037081	5182	26.379776148205327	f257494b741e7e475bf33e3dd31fd7e9	unknown	AA371	0.06	AI344	0.025				
MF381176	36502	42.219604405238066	b294c6474a57ee19a5d96f6ec89285b7	unknown	AA619	0.06	AI859	0.025	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057
CP027102	4122	30.931586608442505	a34b42004491952ffa9eeb9079444e10	unknown	AA087	0.06	AH698	0.025				
CP010094	55460	34.890010818608005	698419c62e6c3f27be7bfdc68f99fd50	unknown	AC680	0.06	AL966	0.025	rep_cluster_1721	001137__CP004861		
CP010711	70262	63.01130056075831	d62f8652142bfe09e4be9282d05cab66	unknown	AA430	0.06	AI496	0.025	rep_cluster_735	002212__CP002975_00001		
CP030387	25430	30.656704679512387	aaf4eae8ffed19ed2a63cd3b358c8bc2	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1733,rep_cluster_1017	001150__NC_013330_00017,000261__GQ900456		
CP030594	27271	27.17172087565546	8027c056accf463444c9fa68fc5c9f45	unknown	AA848	0.06	AJ244	0.025	rep_cluster_1017,rep_cluster_1215,rep_cluster_1017	000262__NC_007169_00002,000509__NC_016643_00001,000258__NC_013297_00004		
NC_007762	194229	58.002666954986125	19dbb3ac8cd7fbcf75aac2b1599d6f49	unknown	AE537	0.06	AO340	0.025	rep_cluster_446	001790__NC_007762_00218	MOBQ	NC_007762_00195
CP020041	240209	66.17112597779433	88ae7fd30d037dc487c44d056f2dbfee	unknown	AG373	0.06	AQ404	0.025				
MH539889	7753	35.8312911131175	12767ec3c731a34098c3b3e41789a55c	unknown	AC054	0.06	AL082	0.025	Inc13	000074__NC_001764_00001	MOBV	NC_001764_00001
CP003335	31974	33.974479264402326	04d5e7342b83448362ec0264327e013e	unknown	AB652	0.06	AK514	0.025	rep_cluster_81	002294__CP015013	MOBQ,MOBQ	NC_013938_00014,NC_017041_00025
CP029849	106706	50.627893464285044	ca62a05fbab5fa4551a4f0470794d805	unknown	AA752	0.06	AJ087	0.025	IncFIB	000102__NC_003385_00128		
NC_022601	12655	36.98933227973133	54b262147d0d9487e71bcf9490bcfee0	unknown	AD271	0.06	AM754	0.025	rep_cluster_1741	001160__CP006813_00002	MOBP	NC_022601_00001
CP001143	74551	48.63382114257354	79b13f10a4bd5b1a57b77baebae83502	unknown	AB232	0.06	AJ913	0.025	IncFII,IncX1	000114__CP015527,000217__NC_019106_00041	MOBF,MOBP	NC_017627_00068,NC_019096_00001
CP022711	11504	34.63143254520167	2cb998a8e24a83816014734651d21f2f	unknown	AA683	0.06	AI964	0.025	rep_cluster_1244	000552__NC_021528_00011		
JF308629	6825	39.45787545787546	25314c5a15d3a3c3b83e4c5a3e49d545	unknown	AC629	0.06	AL898	0.025	Inc11	000046__NC_019252_00004	MOBP	NC_010423_00006
CP002380	190450	61.97217117353636	e498726a0a69c5d079e4491116d16c51	unknown	AF547	0.06	AP509	0.025	rep_cluster_1547	000912__CP002380	MOBP	NC_015147_00088
CP045177	18766	68.68272407545561	a020a8f85d860429657382ce30626e23	unknown	AH107	0.06	AR163	0.025				
CP028969	367423	63.06083179332813	ccb0b0136a6793987e825cbb17ed9d1f	unknown	AE228	0.06	AN961	0.025				
CP018732	203385	59.1474297514566	5f96e4d7380fd04626d7b9aff34850c5	unknown	AE450	0.06	AO232	0.025	rep_cluster_156	000928__KR071788_00051		
AP021860	123836	45.12338899835266	b425c339bc981a5df23ef826e200d2ef	unknown	AH108	0.06	AR164	0.025				
CP024773	157839	35.915078022541955	3204a27cc884c3621a622a8017a955d4	unknown	AC385	0.06	AL559	0.025	rep_cluster_1869	001302__CP007624		
CP039651	353832	63.666655361866646	5b371bf8d53eefe74d047180bc981cfb	unknown	AE053	0.06	AN760	0.025			MOBP	NC_016586_00084
CP036963	1749	31.675242995997714	7b3dc49e5fd6baed9037d32a00c12ec0	unknown	AA284	0.06	AI119	0.025				
JX898993	2782	28.648454349388928	ded883913ecad48b84f7517be5664343	unknown	AB642	0.06	AK501	0.025	rep_cluster_1230	000530__NC_010626_00002		
KJ645709	56543	35.157313902693524	6d892fd90eff9588f5eb1e2435e7bbb7	unknown	AB919	0.06	AK899	0.025	rep_cluster_183	001252__NC_010980_00001		
CP017371	43484	44.8946739030448	6c2ac0e162c251502f753e8e9da875d5	unknown	AH109	0.06	AR165	0.025				
GQ900426	27268	27.17471028311574	a0b7358b1b25839bd79aa70f236c9223	unknown	AA848	0.06	AJ244	0.025	rep_cluster_1017,rep_cluster_1017,rep_cluster_1215	000262__NC_007169_00002,000258__NC_013297_00004,000509__NC_016643_00001		
CP002136	3125	28.736	510e0bb99ea441c274e6bfebfba55693	unknown	AB721	0.06	AK613	0.025	rep_cluster_1017	000258__NC_013297_00004		
CP044837	1685	25.45994065281899	93d0aab7debfaf8fc67f610142078470	unknown	AB586	0.06	AK428	0.025				
CP023412	14754	26.189507930052866	5f044beaff2c36d7248366e5405a7150	unknown	AD711	0.06	AN345	0.025	rep_cluster_427	001760__CP023412		
CP042118	24070	35.288741171582885	d3ed1d7fbdba389a66b1e0195490195b	unknown	AG371	0.06	AQ402	0.025				
HE603233	7502	36.23033857637963	ee3275c5cedb9a5fb3c50f12a80fc974	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
NC_009671	93589	54.270266804859546	f12b837012717ce470696d238a99a36a	unknown	AE126	0.06	AN849	0.025	rep_cluster_513	001887__CP000762_00079		
AY434675	5568	34.069683908045974	9c034456d0a550aea51bb44c400f0a71	unknown	AF991	0.06	AQ002	0.025				
CP021752	209550	52.847053209257936	7e5721746a169f5fc2f6edc8eae2c1ba	unknown	AA275	0.06	AI074	0.025	IncFII,IncFII,IncFIB	000113__CP022035,000132__HG969996,000107__CP014778_00094	MOBF	NC_021231_00058
CP043020	91448	47.74407313445893	1d3103835b91da03cb16e01d3b0457f4	unknown	AA345	0.06	AI296	0.025	IncFIB,IncFII,IncFIIA	000095__NZ_CP014273_00094,000121__CP024805,000136__AP014877_00014	MOBP	NC_011416_00039
